time;sender_id;receiver_id;SelfOrOther;lEye_lEye.x;lEye_lEye.y;lEye_rEye.x;lEye_rEye.y;rEye_lEye.x;rEye_lEye.y;rEye_rEye.x;rEye_rEye.y;
26.03469;0;1;SelfAtOther;-0.173584;5.756409;1.51663;5.757721;-0.1990967;5.760437;1.532613;5.761505;
26.03469;1;0;OtherAtSelf;-46.65033;-3.699038;-44.61066;-3.705302;-45.30243;-3.705009;-43.22128;-3.7111;
26.05138;0;1;SelfAtOther;0.1198742;-1.348267;1.808195;-1.350932;0.0630924;-1.349729;1.79348;-1.352521;
26.05138;1;0;OtherAtSelf;-46.98846;-3.615569;-44.94629;-3.618706;-45.642;-3.616616;-43.55774;-3.619586;
26.06823;0;1;SelfAtOther;-0.6373596;-1.061665;1.04667;-1.064042;-0.721283;-1.062513;1.005317;-1.065018;
26.06823;1;0;OtherAtSelf;-47.17416;-3.618204;-45.13269;-3.6215;-45.83206;-3.619488;-43.74802;-3.622621;
26.08473;0;1;SelfAtOther;-0.8664551;-1.194757;0.8174587;-1.197167;-0.9596863;-1.195486;0.7670022;-1.198022;
26.08473;1;0;OtherAtSelf;-47.69293;-3.470996;-45.65158;-3.474263;-46.35168;-3.472425;-44.26758;-3.475531;
26.10156;0;1;SelfAtOther;-1.345612;-1.187054;0.3304995;-1.189176;-1.446045;-1.187501;0.2733887;-1.189747;
26.10156;1;0;OtherAtSelf;-48.05579;-3.264273;-46.01523;-3.267556;-46.89462;-3.265691;-44.81073;-3.268833;
26.11796;0;1;SelfAtOther;-1.552338;-0.6348374;0.1158395;-0.6383226;-1.65979;-0.6349782;0.05215344;-0.6385856;
26.11796;1;0;OtherAtSelf;-48.39465;-3.123196;-46.35519;-3.126507;-47.24136;-3.124298;-45.15814;-3.127434;
26.13466;0;1;SelfAtOther;-2.138763;-0.5905313;-0.4709167;-0.5939634;-2.249603;-0.5904762;-0.5377808;-0.59403;
26.13466;1;0;OtherAtSelf;-48.25336;-3.41164;-46.21414;-3.414972;-47.09738;-3.265381;-45.01419;-3.268538;
26.15182;0;1;SelfAtOther;-2.340607;-0.4291689;-0.6764832;-0.4323364;-2.452942;-0.4290106;-0.7445374;-0.4323049;
26.15182;1;0;OtherAtSelf;-48.4231;-3.415012;-46.38416;-3.418526;-47.27081;-3.268983;-45.18759;-3.272326;
26.16822;0;1;SelfAtOther;-2.929657;-0.2755372;-1.265869;-0.278605;-3.041809;-0.2752896;-1.333557;-0.2784855;
26.16822;1;0;OtherAtSelf;-48.60226;-2.977813;-46.56369;-2.981422;-47.28214;-2.978905;-45.19907;-2.982334;
26.18506;0;1;SelfAtOther;-2.861603;-0.4027759;-1.20163;-0.4076346;-2.973206;-0.4025307;-1.268555;-0.4075077;
26.18506;1;0;OtherAtSelf;-48.60489;-2.909457;-46.56677;-2.912747;-47.28851;-2.908731;-45.20572;-2.911803;
26.20226;0;1;SelfAtOther;-3.294586;0.1298828;-1.638794;0.1235657;-3.404938;0.1300354;-1.704193;0.1235657;
26.20226;1;0;OtherAtSelf;-48.77719;-2.771197;-46.73981;-2.77459;-47.46497;-2.769952;-45.3826;-2.773086;
26.21834;0;1;SelfAtOther;-3.885468;-0.1232491;-2.22995;-0.129639;-3.989899;-0.1228752;-2.289215;-0.1293813;
26.21834;1;0;OtherAtSelf;-48.79758;-2.908299;-46.76038;-2.91157;-47.65808;-2.906496;-45.57571;-2.909517;
26.23538;0;1;SelfAtOther;-3.540497;-0.108057;-1.884735;-0.114401;-3.644928;-0.1077575;-1.944;-0.1142211;
26.23538;1;0;OtherAtSelf;-48.78903;-2.910186;-46.75174;-2.913531;-47.64926;-2.908454;-45.56683;-2.911549;
26.25203;0;1;SelfAtOther;-3.813782;-0.1193413;-2.158142;-0.1256718;-3.915833;-0.1190191;-2.214996;-0.1254687;
26.25203;1;0;OtherAtSelf;-49.30792;-2.763956;-47.27075;-2.767326;-47.9967;-2.762376;-45.91431;-2.765488;
26.26878;0;1;SelfAtOther;-4.527222;-0.1709316;-2.8797;-0.1735023;-4.62085;-0.1704936;-2.927582;-0.1731666;
26.26878;1;0;OtherAtSelf;-48.98486;-2.754844;-46.94873;-2.757832;-47.85379;-2.755695;-45.77191;-2.758544;
26.28469;0;1;SelfAtOther;-4.997162;-0.2112131;-3.349701;-0.2137524;-5.078064;-0.2106596;-3.384705;-0.2133012;
26.28469;1;0;OtherAtSelf;-48.98853;-2.754989;-46.95264;-2.757991;-47.85754;-2.755851;-45.7757;-2.758714;
26.30173;0;1;SelfAtOther;-4.923584;-0.2062868;-3.276093;-0.2088286;-4.999969;-0.2057444;-3.306519;-0.2083892;
26.30173;1;0;OtherAtSelf;-49.50247;-2.75543;-47.46667;-2.758453;-48.37244;-2.756227;-46.29065;-2.759114;
26.31834;0;1;SelfAtOther;-4.817047;-0.1973241;-3.173584;-0.1997979;-4.893921;-0.1967864;-3.204315;-0.199362;
26.31834;1;0;OtherAtSelf;-49.67499;-2.754302;-47.63962;-2.757311;-48.54898;-2.755146;-46.46744;-2.758022;
26.33577;0;1;SelfAtOther;-4.817139;-0.1993005;-3.173645;-0.2017753;-4.893585;-0.1988117;-3.203979;-0.2013882;
26.33577;1;0;OtherAtSelf;-49.68143;-2.754895;-47.64603;-2.757905;-48.38031;-2.60992;-46.29877;-2.61279;
26.3519;0;1;SelfAtOther;-4.814117;-0.1977491;-3.170502;-0.2002078;-4.890503;-0.1972493;-3.200745;-0.1998103;
26.3519;1;0;OtherAtSelf;-49.50604;-2.755258;-47.47055;-2.758278;-48.37988;-2.756149;-46.29825;-2.759036;
26.36823;0;1;SelfAtOther;-4.812622;-0.1964397;-3.168945;-0.1988902;-4.88916;-0.1959347;-3.199341;-0.1984879;
26.36823;1;0;OtherAtSelf;-49.50458;-2.755503;-47.46906;-2.758533;-48.37836;-2.756371;-46.29669;-2.759267;
26.38519;0;1;SelfAtOther;-4.812622;-0.1962917;-3.168945;-0.198742;-4.889252;-0.1958242;-3.199432;-0.1983773;
26.38519;1;0;OtherAtSelf;-49.50461;-2.755499;-47.46906;-2.758527;-48.37836;-2.756389;-46.29669;-2.759283;
26.40254;0;1;SelfAtOther;-4.812653;-0.1965828;-3.168976;-0.1990336;-4.889282;-0.1960678;-3.199432;-0.1986213;
26.40254;1;0;OtherAtSelf;-49.50461;-2.755509;-47.46909;-2.758539;-48.37839;-2.75638;-46.29672;-2.759276;
26.41862;0;1;SelfAtOther;-4.812653;-0.1966022;-3.168976;-0.1990529;-4.889282;-0.1960628;-3.199432;-0.1986163;
26.41862;1;0;OtherAtSelf;-49.50461;-2.755517;-47.46909;-2.758547;-48.37836;-2.756389;-46.29669;-2.759285;
26.43594;0;1;SelfAtOther;-5.085754;-0.2228976;-3.44223;-0.2253444;-5.156891;-0.2223196;-3.467163;-0.2248685;
26.43594;1;0;OtherAtSelf;-49.51001;-2.755177;-47.47464;-2.758196;-48.38394;-2.75604;-46.30234;-2.758924;
26.45261;0;1;SelfAtOther;-4.969635;-0.211074;-3.32605;-0.2135224;-5.040833;-0.2105484;-3.351044;-0.2130993;
26.45261;1;0;OtherAtSelf;-49.50729;-2.755324;-47.47189;-2.758348;-48.38116;-2.756169;-46.29953;-2.75906;
26.46918;0;1;SelfAtOther;-4.971161;-0.486989;-3.327515;-0.489555;-5.041595;-0.4861696;-3.351715;-0.4888339;
26.46918;1;0;OtherAtSelf;-49.67978;-2.752245;-47.64429;-2.755138;-48.55124;-2.607279;-46.46951;-2.610039;
26.48586;0;1;SelfAtOther;-4.708649;-1.181279;-3.068634;-1.184065;-4.781067;-1.179916;-3.094727;-1.182788;
26.48586;1;0;OtherAtSelf;-49.84689;-2.743493;-47.81134;-2.746039;-48.72192;-2.598237;-46.64005;-2.600652;
26.50291;0;1;SelfAtOther;-4.001648;-0.7726502;-2.361359;-0.7752933;-4.088226;-0.7718468;-2.401825;-0.7745834;
26.50291;1;0;OtherAtSelf;-49.66992;-2.89482;-47.63419;-2.897564;-48.37469;-2.895148;-46.29279;-2.897754;
26.51926;0;1;SelfAtOther;-2.980682;-0.7255726;-1.339752;-0.7281846;-3.082947;-0.7251366;-1.39621;-0.7278463;
26.51926;1;0;OtherAtSelf;-49.48508;-3.397096;-47.44861;-3.399911;-48.36179;-3.397372;-46.27954;-3.400056;
26.53606;0;1;SelfAtOther;-3.288818;-0.732572;-1.648071;-0.7385845;-3.393158;-0.7321159;-1.706604;-0.7382432;
26.53606;1;0;OtherAtSelf;-49.49792;-3.623029;-47.46118;-3.626304;-48.37473;-3.62185;-46.29218;-3.624891;
26.55291;0;1;SelfAtOther;-2.309723;-0.7062531;-0.6684265;-0.7123148;-2.42038;-0.7060749;-0.733551;-0.7122532;
26.55291;1;0;OtherAtSelf;-48.61264;-3.115323;-46.5755;-3.118557;-47.48712;-3.114137;-45.40442;-3.117136;
26.56976;0;1;SelfAtOther;-1.38623;-0.706479;0.2636416;-0.7110884;-1.498047;-0.7066257;0.1967057;-0.711354;
26.56976;1;0;OtherAtSelf;-48.25092;-3.257801;-46.21255;-3.261054;-47.11688;-3.257025;-45.03369;-3.260081;
26.58652;0;1;SelfAtOther;-1.686951;-0.7116734;-0.03723145;-0.7162663;-1.798767;-0.7117794;-0.1042175;-0.7164906;
26.58652;1;0;OtherAtSelf;-48.41541;-3.116308;-46.37701;-3.119563;-47.10913;-3.116026;-45.02591;-3.119073;
26.60312;0;1;SelfAtOther;-1.253296;-0.7172;0.400482;-0.7219485;-1.363403;-0.7174169;0.3348875;-0.7222843;
26.60312;1;0;OtherAtSelf;-48.23209;-3.115902;-46.1933;-3.119134;-46.92154;-3.115487;-44.8382;-3.118508;
26.61981;0;1;SelfAtOther;-0.6612244;-0.4531244;1.000257;-0.458062;-0.7679749;-0.4533806;0.9374851;-0.4584426;
26.61981;1;0;OtherAtSelf;-47.88416;-3.11945;-45.84485;-3.122751;-46.56589;-3.119026;-44.48257;-3.122106;
26.63658;0;1;SelfAtOther;-0.4628906;-0.3020267;1.198703;-0.306921;-0.5665283;-0.302221;1.138908;-0.3072425;
26.63658;1;0;OtherAtSelf;-47.88153;-3.121204;-45.8421;-3.124575;-46.56314;-3.120863;-44.47986;-3.124012;
26.65252;0;1;SelfAtOther;-0.4223328;0.1298523;1.239166;0.1251221;-0.5248413;0.1299744;1.180467;0.1251221;
26.65252;1;0;OtherAtSelf;-48.04175;-3.125029;-46.00238;-3.128609;-46.72327;-3.124942;-44.64014;-3.128298;
26.66924;0;1;SelfAtOther;-0.2645874;-0.1076494;1.397176;-0.1124791;-0.3641968;-0.1076923;1.341275;-0.1126532;
26.66924;1;0;OtherAtSelf;-47.69473;-2.91543;-45.65515;-2.918885;-46.37555;-2.914977;-44.29224;-2.91821;
26.68663;0;1;SelfAtOther;-0.3674622;-0.1116704;1.301745;-0.118571;-0.4667969;-0.1117323;1.245772;-0.1187557;
26.68663;1;0;OtherAtSelf;-47.67975;-2.615468;-45.63983;-2.618676;-46.353;-2.613759;-44.26971;-2.616695;
26.70324;0;1;SelfAtOther;-0.3648071;-0.1202551;1.304501;-0.1218007;-0.4639893;-0.120311;1.248654;-0.1219714;
26.70324;1;0;OtherAtSelf;-47.68005;-2.536866;-45.6402;-2.539869;-46.35336;-2.537925;-44.27014;-2.540802;
26.72016;0;1;SelfAtOther;-0.3656921;0.1530762;1.303553;0.1516113;-0.4650574;0.1532288;1.247505;0.1516724;
26.72016;1;0;OtherAtSelf;-47.68201;-2.907475;-45.64221;-2.910607;-46.35544;-2.909085;-44.27231;-2.912089;
26.73662;0;1;SelfAtOther;-0.3707886;0.5856934;1.298299;0.5844727;-0.4700012;0.5862122;1.242444;0.5848694;
26.73662;1;0;OtherAtSelf;-47.68579;-2.915326;-45.64612;-2.918766;-46.35944;-2.91734;-44.2764;-2.92065;
26.75325;0;1;SelfAtOther;-0.3713989;0.6276245;1.297714;0.6264343;-0.4700317;0.6281738;1.242435;0.6268616;
26.75325;1;0;OtherAtSelf;-47.68582;-2.915773;-45.64612;-2.919236;-46.35947;-2.9178;-44.2764;-2.921133;
26.7705;0;1;SelfAtOther;-0.3727112;0.7824402;1.296386;0.781311;-0.4705811;0.7831421;1.24184;0.7818909;
26.7705;1;0;OtherAtSelf;-47.68079;-2.417024;-45.64117;-2.420559;-46.3544;-2.419281;-44.27142;-2.422684;
26.78703;0;1;SelfAtOther;-0.374115;1.454529;1.294706;1.451752;-0.4690247;1.45578;1.243109;1.452881;
26.78703;1;0;OtherAtSelf;-47.67728;-2.417393;-45.63812;-2.420938;-46.35117;-2.418509;-44.26865;-2.421879;
26.80364;0;1;SelfAtOther;-0.3803101;1.898041;1.2884;1.893707;-0.4695435;1.899658;1.242451;1.895172;
26.80364;1;0;OtherAtSelf;-47.67706;-2.419457;-45.63806;-2.423084;-46.35101;-2.419548;-44.26874;-2.422957;
26.82014;0;1;SelfAtOther;-0.3858948;2.082489;1.282779;2.078186;-0.4698181;2.084229;1.242167;2.079803;
26.82014;1;0;OtherAtSelf;-47.50031;-1.773976;-45.46143;-1.777677;-46.34543;-1.774661;-44.26321;-1.778153;
26.83755;0;1;SelfAtOther;-0.3826294;2.600861;1.28969;2.59845;-0.4572449;2.603058;1.258167;2.600494;
26.83755;1;0;OtherAtSelf;-47.31931;-1.41051;-45.28064;-1.413836;-46.16083;-1.412335;-44.07904;-1.41551;
26.85376;0;1;SelfAtOther;-0.3873901;2.527924;1.284969;2.525452;-0.4575195;2.53006;1.257932;2.527466;
26.85376;1;0;OtherAtSelf;-47.48727;-1.557284;-45.44855;-1.560581;-46.15735;-1.558481;-44.0755;-1.561617;
26.87056;0;1;SelfAtOther;-0.4039001;3.388916;1.26821;3.38504;-0.45578;3.391724;1.259391;3.387695;
26.87056;1;0;OtherAtSelf;-47.48495;-1.423868;-45.44659;-1.427449;-46.15533;-1.424683;-44.07391;-1.428058;
26.88704;0;1;SelfAtOther;-0.4232178;3.665009;1.248857;3.661255;-0.4544067;3.667969;1.260759;3.664063;
26.88704;1;0;OtherAtSelf;-47.48438;-1.273936;-45.44608;-1.277654;-46.15482;-1.274858;-44.07346;-1.278369;
26.90333;0;1;SelfAtOther;-0.4309692;3.575989;1.241036;3.570374;-0.453125;3.578857;1.261969;3.57309;
26.90333;1;0;OtherAtSelf;-47.48114;-0.7664227;-45.44299;-0.7698598;-46.15158;-0.7659451;-44.07037;-0.7691357;
26.92039;0;1;SelfAtOther;-0.4254456;3.459015;1.246546;3.455139;-0.4476013;3.461761;1.267416;3.457764;
26.92039;1;0;OtherAtSelf;-47.30374;-0.6914325;-45.26578;-0.6942518;-46.14517;-0.6915037;-44.06421;-0.6941468;
26.93691;0;1;SelfAtOther;-0.4252014;3.454254;1.246713;3.448639;-0.4474792;3.457001;1.267489;3.451263;
26.93691;1;0;OtherAtSelf;-47.30289;-0.5473526;-45.26501;-0.5500537;-46.14441;-0.5468131;-44.06351;-0.5492969;
26.95367;0;1;SelfAtOther;-0.425354;3.453278;1.24658;3.447662;-0.4474182;3.456055;1.267524;3.450348;
26.95367;1;0;OtherAtSelf;-47.47586;-0.9823814;-45.43799;-0.985095;-46.14639;-0.9806823;-44.06546;-0.9831712;
26.97099;0;1;SelfAtOther;-0.4284668;3.460297;1.243525;3.454834;-0.4504089;3.463074;1.264613;3.457489;
26.97099;1;0;OtherAtSelf;-47.47906;-0.9868966;-45.44104;-0.9897849;-46.14948;-0.9854166;-44.06842;-0.9880789;
26.98753;0;1;SelfAtOther;-0.4287109;3.458252;1.243284;3.452789;-0.4502869;3.460999;1.264749;3.455414;
26.98753;1;0;OtherAtSelf;-47.47906;-0.9868973;-45.44104;-0.9897848;-46.14948;-0.985384;-44.06842;-0.9880455;
27.00448;0;1;SelfAtOther;-0.7017822;3.696259;0.9700083;3.690887;-0.7186279;3.698822;0.9962802;3.693359;
27.00448;1;0;OtherAtSelf;-47.48431;-0.989797;-45.44644;-0.9927987;-46.15494;-0.9884202;-44.07397;-0.9911946;
27.02116;0;1;SelfAtOther;-1.12027;3.634125;0.5512909;3.628754;-1.144714;3.636139;0.5701002;3.630646;
27.02116;1;0;OtherAtSelf;-47.491;-0.6949227;-45.45325;-0.6978971;-46.33322;-0.6940504;-44.25226;-0.6968065;
27.03778;0;1;SelfAtOther;-1.691376;3.64978;-0.02032471;3.642609;-1.723755;3.651001;-0.009277344;3.643738;
27.03778;1;0;OtherAtSelf;-47.50031;-0.5480912;-45.46301;-0.5508312;-46.34299;-0.5464911;-44.26227;-0.5489717;
27.05477;0;1;SelfAtOther;-2.68985;3.657776;-1.019318;3.650665;-2.726807;3.657715;-1.012543;3.650482;
27.05477;1;0;OtherAtSelf;-47.86234;-0.8359278;-45.82544;-0.8386994;-46.53467;-0.8333001;-44.45404;-0.8358055;
27.07162;0;1;SelfAtOther;-2.389618;3.425781;-0.7227173;3.41864;-2.434052;3.426025;-0.723175;3.418762;
27.07162;1;0;OtherAtSelf;-48.02747;-0.8344566;-45.99084;-0.8371776;-46.70343;-0.8318031;-44.6228;-0.8342594;
27.08809;0;1;SelfAtOther;-2.808502;3.053345;-1.141754;3.046051;-2.864532;3.05304;-1.153656;3.045654;
27.08809;1;0;OtherAtSelf;-48.55609;-0.8302436;-46.5195;-0.8328012;-47.233;-0.8273853;-45.15228;-0.8296791;
27.10462;0;1;SelfAtOther;-2.861389;3.013885;-1.202454;3.006592;-2.923126;3.01355;-1.219666;3.006195;
27.10462;1;0;OtherAtSelf;-48.90155;-0.8293642;-46.86572;-0.8318942;-47.5863;-0.8265483;-45.50595;-0.8288169;
27.12089;0;1;SelfAtOther;-2.744751;2.877411;-1.085754;2.870087;-2.811646;2.877167;-1.108124;2.869751;
27.12089;1;0;OtherAtSelf;-48.56857;-1.181239;-46.53268;-1.18369;-47.25317;-1.178386;-45.17279;-1.180576;
27.13736;0;1;SelfAtOther;-3.01239;2.743652;-1.35318;2.73822;-3.082581;2.743195;-1.378784;2.73764;
27.13736;1;0;OtherAtSelf;-48.57422;-1.327207;-46.53806;-1.329925;-47.25867;-1.325331;-45.17789;-1.327832;
27.15452;0;1;SelfAtOther;-2.897736;2.850281;-1.238525;2.844879;-2.968323;2.849915;-1.264465;2.844391;
27.15452;1;0;OtherAtSelf;-48.57129;-1.335293;-46.53516;-1.33806;-47.25571;-1.333756;-45.17496;-1.336305;
27.17085;0;1;SelfAtOther;-2.899841;2.855377;-1.244232;2.851776;-2.97049;2.855011;-1.270111;2.851318;
27.17085;1;0;OtherAtSelf;-48.57339;-1.338755;-46.53738;-1.341665;-47.43353;-1.338544;-45.35272;-1.34129;
27.18745;0;1;SelfAtOther;-2.901245;2.855988;-1.245728;2.852386;-2.972137;2.855652;-1.27182;2.851959;
27.18745;1;0;OtherAtSelf;-48.57489;-1.338563;-46.53891;-1.341465;-47.43509;-1.338363;-45.35431;-1.3411;
27.20471;0;1;SelfAtOther;-2.901215;2.855408;-1.245667;2.851837;-2.972076;2.855072;-1.271729;2.851379;
27.20471;1;0;OtherAtSelf;-48.57376;-1.192094;-46.53778;-1.194996;-47.2619;-1.192049;-45.18112;-1.194778;
27.22202;0;1;SelfAtOther;-2.898743;2.853577;-1.243134;2.849945;-2.969574;2.853241;-1.269196;2.849487;
27.22202;1;0;OtherAtSelf;-48.5712;-1.190829;-46.53522;-1.193679;-47.25928;-1.190729;-45.1785;-1.193406;
27.23786;0;1;SelfAtOther;-2.898682;2.854279;-1.243103;2.850616;-2.969635;2.853912;-1.269257;2.850159;
27.23786;1;0;OtherAtSelf;-48.5712;-1.190847;-46.53522;-1.193697;-47.25925;-1.190719;-45.1785;-1.193397;
27.25477;0;1;SelfAtOther;-2.896942;2.609833;-1.241302;2.606079;-2.97226;2.609497;-1.27182;2.605682;
27.25477;1;0;OtherAtSelf;-48.57129;-1.187954;-46.53519;-1.190685;-47.25928;-1.187684;-45.17841;-1.190243;
27.27183;0;1;SelfAtOther;-2.896973;2.714111;-1.241333;2.710388;-2.972534;2.713745;-1.272125;2.709961;
27.27183;1;0;OtherAtSelf;-48.57123;-1.189189;-46.53519;-1.191971;-47.25925;-1.188978;-45.17844;-1.191588;
27.28874;0;1;SelfAtOther;-2.896973;2.714081;-1.241333;2.710388;-2.972534;2.713745;-1.272125;2.709961;
27.28874;1;0;OtherAtSelf;-48.57123;-1.189193;-46.53519;-1.191975;-47.25925;-1.188979;-45.17844;-1.191589;
27.30497;0;1;SelfAtOther;-3.166718;2.459381;-1.511169;2.455597;-3.244751;2.458893;-1.544373;2.455017;
27.30497;1;0;OtherAtSelf;-48.57648;-1.39344;-46.54047;-1.396104;-47.26462;-1.393338;-45.18375;-1.39583;
27.32168;0;1;SelfAtOther;-3.323517;2.312042;-1.66803;2.308258;-3.403717;2.311432;-1.703308;2.307556;
27.32168;1;0;OtherAtSelf;-48.58157;-1.332402;-46.54556;-1.335054;-47.26978;-1.331855;-45.18884;-1.334335;
27.33841;0;1;SelfAtOther;-3.207794;2.418671;-1.552307;2.414886;-3.288208;2.41806;-1.58783;2.414185;
27.33841;1;0;OtherAtSelf;-48.74951;-1.539618;-46.71359;-1.542269;-47.43793;-1.539368;-45.35709;-1.541848;
27.35541;0;1;SelfAtOther;-3.211609;2.427917;-1.556091;2.425995;-3.291992;2.427307;-1.591553;2.425262;
27.35541;1;0;OtherAtSelf;-48.75549;-1.684964;-46.71942;-1.687857;-47.44391;-1.68567;-45.36295;-1.688436;
27.37221;0;1;SelfAtOther;-3.481476;1.914948;-1.825989;1.912811;-3.566376;1.914337;-1.865906;1.91214;
27.37221;1;0;OtherAtSelf;-48.75894;-1.539425;-46.72281;-1.542072;-47.44739;-1.540262;-45.36627;-1.542782;
27.38882;0;1;SelfAtOther;-3.368591;1.876434;-1.716858;1.874298;-3.457184;1.875885;-1.760254;1.873657;
27.38882;1;0;OtherAtSelf;-48.75854;-1.537757;-46.72269;-1.540339;-47.45071;-1.538542;-45.36969;-1.541;
27.40481;0;1;SelfAtOther;-3.3685;1.983948;-1.716766;1.981842;-3.457306;1.983337;-1.760437;1.981171;
27.40481;1;0;OtherAtSelf;-48.75848;-1.539043;-46.72269;-1.54167;-47.45068;-1.539891;-45.36969;-1.542394;
27.42217;0;1;SelfAtOther;-3.639984;1.717102;-1.988342;1.714935;-3.729218;1.716492;-2.032349;1.714233;
27.42217;1;0;OtherAtSelf;-48.76535;-1.889681;-46.72955;-1.892181;-47.62979;-1.890651;-45.54874;-1.893034;
27.43852;0;1;SelfAtOther;-3.530945;1.843597;-1.879333;1.837952;-3.620331;1.842987;-1.923462;1.83725;
27.43852;1;0;OtherAtSelf;-48.76764;-2.115084;-46.73175;-2.118033;-47.63205;-2.114554;-45.55093;-2.117282;
27.45554;0;1;SelfAtOther;-3.53067;1.586395;-1.878998;1.580658;-3.622375;1.585907;-1.925476;1.580048;
27.45554;1;0;OtherAtSelf;-48.94064;-1.89752;-46.90466;-1.900351;-47.80524;-1.89626;-45.72403;-1.89887;
27.47268;0;1;SelfAtOther;-3.532043;1.694611;-1.880493;1.688904;-3.623993;1.694061;-1.927185;1.688263;
27.47268;1;0;OtherAtSelf;-48.94205;-1.898613;-46.90616;-1.901489;-47.63449;-1.897193;-45.55338;-1.899841;
27.4892;0;1;SelfAtOther;-3.53183;1.701477;-1.880127;1.697601;-3.623535;1.700958;-1.926605;1.696991;
27.4892;1;0;OtherAtSelf;-48.94443;-2.042744;-46.90839;-2.045818;-47.63678;-2.042239;-45.55548;-2.04513;
27.50551;0;1;SelfAtOther;-3.531433;1.183868;-1.879608;1.17981;-3.62738;1.183563;-1.930298;1.179382;
27.50551;1;0;OtherAtSelf;-48.94214;-1.897303;-46.90588;-1.900123;-47.63434;-1.896985;-45.55286;-1.899622;
27.52258;0;1;SelfAtOther;-3.530182;1.138336;-1.878357;1.134186;-3.628235;1.138031;-1.931183;1.133789;
27.52258;1;0;OtherAtSelf;-48.94104;-1.895402;-46.90485;-1.898144;-47.63327;-1.895011;-45.55182;-1.897571;
27.53939;0;1;SelfAtOther;-3.529968;1.248413;-1.878204;1.244293;-3.628235;1.248047;-1.931213;1.243866;
27.53939;1;0;OtherAtSelf;-48.94092;-1.896712;-46.90479;-1.899506;-47.63324;-1.896367;-45.55188;-1.898979;
27.55586;0;1;SelfAtOther;-3.53006;0.985321;-1.878235;0.9811401;-3.629791;0.9851074;-1.932709;0.9808044;
27.55586;1;0;OtherAtSelf;-48.94501;-2.186264;-46.90878;-2.188931;-47.63724;-2.185382;-45.55576;-2.187866;
27.57208;0;1;SelfAtOther;-3.533447;0.5770264;-1.881409;0.5746155;-3.635406;0.5769958;-1.93811;0.5744629;
27.57208;1;0;OtherAtSelf;-48.94864;-2.18887;-46.91205;-2.191652;-47.64075;-2.189276;-45.55887;-2.191921;
27.58914;0;1;SelfAtOther;-3.532104;0.7980042;-1.880188;0.7955933;-3.634521;0.797821;-1.937317;0.7953491;
27.58914;1;0;OtherAtSelf;-48.94537;-2.04373;-46.90894;-2.046559;-47.63751;-2.044394;-45.55582;-2.047087;
27.60591;0;1;SelfAtOther;-3.531036;0.7955933;-1.87912;0.7931519;-3.633484;0.7954407;-1.93631;0.7929077;
27.60591;1;0;OtherAtSelf;-48.94888;-2.542438;-46.91248;-2.545206;-47.81348;-2.542918;-45.73178;-2.545557;
27.62273;0;1;SelfAtOther;-3.537933;0.5448303;-1.886017;0.5388489;-3.641022;0.5448608;-1.943817;0.5387573;
27.62273;1;0;OtherAtSelf;-48.95129;-2.257485;-46.91464;-2.26058;-47.81567;-2.256329;-45.73373;-2.259191;
27.63889;0;1;SelfAtOther;-3.535583;0.6526184;-1.883759;0.6465759;-3.638947;0.6525879;-1.941803;0.6464233;
27.63889;1;0;OtherAtSelf;-48.9491;-2.255942;-46.9126;-2.258967;-47.81351;-2.25465;-45.73172;-2.257441;
27.65562;0;1;SelfAtOther;-3.536041;0.3841858;-1.884125;0.3780212;-3.639984;0.3842468;-1.94281;0.3779602;
27.65562;1;0;OtherAtSelf;-48.94916;-2.252817;-46.91257;-2.255711;-47.81348;-2.251395;-45.7316;-2.254056;
27.67237;0;1;SelfAtOther;-3.535797;0.4967651;-1.883942;0.4906616;-3.639893;0.4967957;-1.942719;0.4905701;
27.67237;1;0;OtherAtSelf;-48.95135;-2.400453;-46.91479;-2.4034;-47.81577;-2.398849;-45.73392;-2.401562;
27.68945;0;1;SelfAtOther;-3.535797;0.4967651;-1.883942;0.4906616;-3.639893;0.4967957;-1.942719;0.4905701;
27.68945;1;0;OtherAtSelf;-48.95135;-2.400446;-46.91479;-2.403394;-47.8158;-2.398834;-45.73395;-2.401549;
27.70627;0;1;SelfAtOther;-3.535797;0.4967651;-1.883942;0.4906616;-3.639893;0.4967957;-1.942719;0.4905701;
27.70627;1;0;OtherAtSelf;-48.95135;-2.400445;-46.91479;-2.403393;-47.8158;-2.398835;-45.73395;-2.401549;
27.72254;0;1;SelfAtOther;-3.538147;-0.037115;-1.886078;-0.0416099;-3.6427;-0.03687157;-1.945313;-0.04146816;
27.72254;1;0;OtherAtSelf;-48.95593;-2.538139;-46.91904;-2.541015;-47.82019;-2.536897;-45.73801;-2.539585;
27.73987;0;1;SelfAtOther;-3.537537;0.1903076;-1.885529;0.1859131;-3.642395;0.1904297;-1.945099;0.1859131;
27.73987;1;0;OtherAtSelf;-48.95279;-2.401429;-46.91602;-2.404426;-47.81714;-2.401008;-45.73508;-2.403817;
27.75642;0;1;SelfAtOther;-3.537476;0.190033;-1.885498;0.1856384;-3.642334;0.1902161;-1.945038;0.18573;
27.75642;1;0;OtherAtSelf;-48.95813;-2.901581;-46.92133;-2.904573;-47.8197;-2.754939;-45.73764;-2.757743;
27.77321;0;1;SelfAtOther;-3.545074;-0.07788739;-1.89682;-0.0822055;-3.650085;-0.07759786;-1.95636;-0.08202066;
